config_id,battery_type,num_motors,propeller_size,frame_size,radio_receiver,battery_capacity_mah,battery_weight_g,motor_thrust_per_g,total_thrust_g,total_weight_g,thrust_to_weight_ratio,payload_capacity_g,flight_time_min,power_consumption_w,max_speed_kmh,stability_score,crash_probability,drone_cost_usd
CFG-0616,LiPo 6S 4000mAh,3,"9""",550mm Heavy,ExpressLRS 900,4000,680,800,2400,1531,1.568,869,22.8,227.74,68.84,59.39,0.5624,393.12
CFG-0617,LiPo 6S 8000mAh,4,"9""",450mm Standard,ExpressLRS 900,8000,1050,900,3600,1774,2.029,1826,36.52,287.3,65.85,73.48,0.4221,452.48
CFG-0618,LiPo 4S 3000mAh,6,"9""",220mm Mini,FrSky R-XSR,3000,320,1000,6000,990,6.061,5010,21.16,145.36,80.52,77.66,0.3797,362.88
CFG-0619,LiPo 4S 3000mAh,4,"7""",550mm Heavy,FrSky R-XSR,3000,320,900,3600,1238,2.908,2362,12.0,197.98,60.44,72.49,0.3675,357.28
CFG-0620,LiPo 4S 3000mAh,6,"12""",550mm Heavy,DJI FPV Receiver,3000,320,1000,6000,1560,3.846,4440,11.74,251.12,45.17,87.05,0.3137,562.24
CFG-0621,LiPo 4S 5000mAh,4,"7""",330mm Medium,ExpressLRS 900,5000,520,900,3600,1070,3.364,2530,29.05,163.79,76.75,77.4,0.3489,318.08
CFG-0622,LiPo 6S 8000mAh,8,"9""",220mm Mini,TBS Crossfire,8000,1050,1100,8800,2009,4.38,6791,27.52,391.77,65.68,84.74,0.2366,663.04
CFG-0623,LiPo 6S 8000mAh,3,"7""",550mm Heavy,FrSky R-XSR,8000,1050,800,2400,1881,1.276,519,33.63,327.39,65.44,45.67,0.7568,430.08
CFG-0624,LiPo 4S 3000mAh,8,"7""",550mm Heavy,TBS Crossfire,3000,320,1100,8800,1731,5.084,7069,7.98,355.09,52.77,89.67,0.2926,636.16
CFG-0625,LiPo 6S 8000mAh,3,"7""",330mm Medium,DJI FPV Receiver,8000,1050,800,2400,1521,1.578,879,44.11,248.39,88.47,47.9,0.6444,394.24
CFG-0626,LiPo 6S 8000mAh,6,"12""",330mm Medium,ExpressLRS 900,8000,1050,1000,6000,1912,3.138,4088,33.5,327.15,61.39,87.18,0.2067,562.24
CFG-0627,LiPo 6S 8000mAh,6,"9""",330mm Medium,DJI FPV Receiver,8000,1050,1000,6000,1860,3.226,4140,35.22,329.98,68.62,82.29,0.2584,562.24
CFG-0628,LiPo 6S 8000mAh,6,"7""",220mm Mini,TBS Crossfire,8000,1050,1000,6000,1689,3.552,4311,30.56,320.21,94.22,74.11,0.356,497.28
CFG-0629,LiPo 4S 5000mAh,6,"5""",450mm Standard,TBS Crossfire,5000,520,1000,6000,1415,4.24,4585,17.06,290.73,67.96,83.23,0.3293,463.68
CFG-0630,LiPo 6S 4000mAh,8,"12""",220mm Mini,TBS Crossfire,4000,680,1100,8800,1719,5.119,7081,16.58,305.99,66.17,89.91,0.213,646.24
CFG-0631,LiPo 4S 3000mAh,8,"5""",450mm Standard,DJI FPV Receiver,3000,320,1100,8800,1484,5.93,7316,7.44,332.2,74.26,78.33,0.3735,579.04
CFG-0632,LiPo 4S 3000mAh,4,"7""",450mm Standard,FrSky R-XSR,3000,320,900,3600,1018,3.536,2582,17.18,153.52,82.29,71.1,0.304,306.88
CFG-0633,LiPo 6S 4000mAh,4,"12""",220mm Mini,FrSky R-XSR,4000,680,900,3600,1162,3.098,2438,35.9,158.55,91.88,71.31,0.4893,331.52
CFG-0634,LiPo 6S 4000mAh,8,"7""",330mm Medium,FrSky R-XSR,4000,680,1100,8800,1716,5.128,7084,13.1,351.09,81.55,78.48,0.3335,571.2
CFG-0635,LiPo 4S 3000mAh,8,"12""",450mm Standard,TBS Crossfire,3000,320,1100,8800,1639,5.369,7161,11.54,287.61,41.87,84.57,0.3298,657.44
CFG-0636,LiPo 6S 8000mAh,4,"7""",220mm Mini,DJI FPV Receiver,8000,1050,900,3600,1478,2.436,2122,43.29,249.27,105.92,59.79,0.4786,405.44
CFG-0637,LiPo 4S 5000mAh,4,"12""",450mm Standard,FrSky R-XSR,5000,520,900,3600,1282,2.808,2318,24.79,180.16,47.45,73.24,0.404,372.96
CFG-0638,LiPo 4S 5000mAh,4,"5""",450mm Standard,FrSky R-XSR,5000,520,900,3600,1202,2.995,2398,23.67,217.75,80.05,69.96,0.3925,328.16
CFG-0639,LiPo 6S 8000mAh,8,"5""",220mm Mini,ExpressLRS 900,8000,1050,1100,8800,1926,4.569,6874,23.47,466.22,95.71,80.86,0.3695,595.84
CFG-0640,LiPo 4S 3000mAh,8,"7""",550mm Heavy,ExpressLRS 900,3000,320,1100,8800,1728,5.093,7072,6.61,354.29,48.96,93.18,0.1479,613.76
CFG-0641,LiPo 6S 4000mAh,6,"12""",330mm Medium,FrSky R-XSR,4000,680,1000,6000,1540,3.896,4460,23.13,246.94,70.26,81.45,0.3568,486.08
CFG-0642,LiPo 4S 5000mAh,4,"12""",220mm Mini,TBS Crossfire,5000,520,900,3600,1007,3.575,2593,31.82,131.62,66.47,78.25,0.4082,342.72
CFG-0643,LiPo 6S 4000mAh,3,"7""",550mm Heavy,TBS Crossfire,4000,680,800,2400,1516,1.583,884,21.91,247.33,73.12,56.74,0.5552,405.44
CFG-0644,LiPo 6S 4000mAh,3,"7""",550mm Heavy,FrSky R-XSR,4000,680,800,2400,1511,1.588,889,20.49,246.27,85.36,52.46,0.5447,368.48
CFG-0645,LiPo 4S 3000mAh,4,"9""",550mm Heavy,DJI FPV Receiver,3000,320,900,3600,1272,2.83,2328,12.02,186.44,49.58,77.45,0.375,418.88
CFG-0646,LiPo 6S 8000mAh,8,"7""",550mm Heavy,TBS Crossfire,8000,1050,1100,8800,2461,3.576,6339,21.46,561.04,55.12,86.66,0.2766,753.76
CFG-0647,LiPo 6S 8000mAh,8,"7""",220mm Mini,FrSky R-XSR,8000,1050,1100,8800,1956,4.499,6844,25.45,416.23,77.9,76.22,0.3598,599.2
CFG-0648,LiPo 3S 2200mAh,8,"12""",550mm Heavy,DJI FPV Receiver,2200,180,1100,8800,1724,5.104,7076,4.29,307.15,24.64,86.4,0.3248,696.64
CFG-0649,LiPo 4S 3000mAh,4,"5""",450mm Standard,ExpressLRS 900,3000,320,900,3600,1004,3.586,2596,15.34,172.32,86.92,77.31,0.3836,312.48
CFG-0650,LiPo 3S 2200mAh,3,"7""",550mm Heavy,ExpressLRS 900,2200,180,800,2400,1013,2.369,1387,9.43,146.44,55.59,62.09,0.5353,304.64
CFG-0651,LiPo 6S 8000mAh,4,"12""",220mm Mini,TBS Crossfire,8000,1050,900,3600,1537,2.342,2063,47.0,228.07,75.69,62.84,0.482,430.08
CFG-0652,LiPo 3S 2200mAh,8,"7""",450mm Standard,TBS Crossfire,2200,180,1100,8800,1371,6.419,7429,3.86,262.24,38.52,85.32,0.3273,563.36
CFG-0653,LiPo 3S 2200mAh,8,"12""",330mm Medium,FrSky R-XSR,2200,180,1100,8800,1344,6.548,7456,4.74,222.21,37.71,83.35,0.288,564.48
CFG-0654,LiPo 4S 5000mAh,4,"12""",450mm Standard,TBS Crossfire,5000,520,900,3600,1287,2.797,2313,23.11,181.07,47.86,82.23,0.2494,409.92
CFG-0655,LiPo 4S 3000mAh,6,"5""",450mm Standard,TBS Crossfire,3000,320,1000,6000,1215,4.938,4785,10.55,238.48,80.58,81.36,0.3385,433.44
CFG-0656,LiPo 6S 8000mAh,3,"9""",330mm Medium,DJI FPV Receiver,8000,1050,800,2400,1539,1.559,861,45.05,229.29,80.83,45.72,0.6437,404.32
CFG-0657,LiPo 6S 4000mAh,8,"9""",450mm Standard,ExpressLRS 900,4000,680,1100,8800,1916,4.593,6884,15.32,368.36,60.8,87.74,0.263,646.24
CFG-0658,LiPo 4S 3000mAh,3,"5""",450mm Standard,FrSky R-XSR,3000,320,800,2400,919,2.612,1481,15.63,147.46,92.99,61.37,0.4809,255.36
CFG-0659,LiPo 6S 8000mAh,6,"9""",550mm Heavy,TBS Crossfire,8000,1050,1000,6000,2225,2.697,3775,24.97,416.53,55.12,83.73,0.3042,635.04
CFG-0660,LiPo 3S 2200mAh,8,"12""",330mm Medium,FrSky R-XSR,2200,180,1100,8800,1344,6.548,7456,2.76,222.21,37.61,87.95,0.327,564.48
CFG-0661,LiPo 4S 5000mAh,3,"7""",330mm Medium,TBS Crossfire,5000,520,800,2400,986,2.434,1414,29.76,141.38,88.86,59.5,0.513,295.68
CFG-0662,LiPo 3S 2200mAh,6,"12""",220mm Mini,DJI FPV Receiver,2200,180,1000,6000,920,6.522,5080,10.3,126.4,47.14,75.68,0.3436,422.24
CFG-0663,LiPo 6S 4000mAh,6,"7""",550mm Heavy,DJI FPV Receiver,4000,680,1000,6000,1824,3.289,4176,13.55,353.87,63.72,84.2,0.2456,564.48
CFG-0664,LiPo 3S 2200mAh,3,"5""",330mm Medium,ExpressLRS 900,2200,180,800,2400,631,3.803,1769,17.92,90.45,92.4,71.18,0.3456,213.92
CFG-0665,LiPo 6S 8000mAh,4,"9""",550mm Heavy,TBS Crossfire,8000,1050,900,3600,1997,1.803,1603,30.47,335.11,51.07,66.5,0.5094,525.28
CFG-0666,LiPo 4S 5000mAh,6,"12""",450mm Standard,TBS Crossfire,5000,520,1000,6000,1535,3.909,4465,20.58,245.9,44.93,92.24,0.2041,530.88
CFG-0667,LiPo 3S 2200mAh,8,"9""",450mm Standard,TBS Crossfire,2200,180,1100,8800,1419,6.202,7381,5.93,249.31,43.93,86.88,0.3195,590.24
CFG-0668,LiPo 4S 5000mAh,4,"9""",550mm Heavy,FrSky R-XSR,5000,520,900,3600,1462,2.462,2138,20.8,223.42,51.87,72.62,0.4073,400.96
CFG-0669,LiPo 6S 4000mAh,8,"12""",330mm Medium,DJI FPV Receiver,4000,680,1100,8800,1854,4.746,6946,18.21,337.59,57.8,86.27,0.2975,691.04
CFG-0670,LiPo 4S 3000mAh,6,"12""",220mm Mini,DJI FPV Receiver,3000,320,1000,6000,1060,5.66,4940,14.23,151.95,67.08,77.15,0.3698,444.64
CFG-0671,LiPo 6S 8000mAh,8,"9""",450mm Standard,DJI FPV Receiver,8000,1050,1100,8800,2294,3.836,6506,21.61,465.51,49.48,89.08,0.2581,741.44
CFG-0672,LiPo 4S 5000mAh,4,"5""",330mm Medium,TBS Crossfire,5000,520,900,3600,1057,3.406,2543,23.51,184.24,89.59,73.04,0.4517,331.52
CFG-0673,LiPo 3S 2200mAh,8,"5""",550mm Heavy,ExpressLRS 900,2200,180,1100,8800,1556,5.656,7244,3.88,353.31,45.69,90.22,0.2604,573.44
CFG-0674,LiPo 6S 8000mAh,6,"5""",330mm Medium,TBS Crossfire,8000,1050,1000,6000,1795,3.343,4205,25.75,396.09,89.54,81.09,0.399,517.44
CFG-0675,LiPo 3S 2200mAh,8,"5""",450mm Standard,TBS Crossfire,2200,180,1100,8800,1339,6.572,7461,4.89,290.64,51.05,81.82,0.3955,545.44
CFG-0676,LiPo 4S 5000mAh,8,"7""",220mm Mini,FrSky R-XSR,5000,520,1100,8800,1426,6.171,7374,16.68,276.0,71.08,82.35,0.2167,511.84
CFG-0677,LiPo 4S 3000mAh,8,"7""",450mm Standard,TBS Crossfire,3000,320,1100,8800,1511,5.824,7289,9.05,297.57,58.62,89.79,0.251,585.76
CFG-0678,LiPo 6S 4000mAh,8,"7""",330mm Medium,FrSky R-XSR,4000,680,1100,8800,1716,5.128,7084,12.71,351.09,86.91,79.47,0.2749,571.2
CFG-0679,LiPo 3S 2200mAh,3,"9""",330mm Medium,FrSky R-XSR,2200,180,800,2400,659,3.642,1741,17.68,76.12,63.81,60.63,0.5481,216.16
CFG-0680,LiPo 6S 8000mAh,6,"12""",550mm Heavy,DJI FPV Receiver,8000,1050,1000,6000,2290,2.62,3710,25.38,413.62,40.09,83.24,0.232,679.84
CFG-0681,LiPo 3S 2200mAh,3,"5""",330mm Medium,ExpressLRS 900,2200,180,800,2400,631,3.803,1769,15.72,90.45,94.81,65.48,0.3886,213.92
CFG-0682,LiPo 6S 4000mAh,6,"5""",220mm Mini,ExpressLRS 900,4000,680,1000,6000,1292,4.644,4708,21.3,258.31,127.85,78.95,0.3302,399.84
CFG-0683,LiPo 6S 8000mAh,4,"7""",220mm Mini,ExpressLRS 900,8000,1050,900,3600,1470,2.449,2130,40.7,247.52,107.15,68.16,0.4522,371.84
CFG-0684,LiPo 3S 2200mAh,3,"9""",550mm Heavy,DJI FPV Receiver,2200,180,800,2400,1039,2.31,1361,10.92,137.58,38.59,58.15,0.5593,348.32
CFG-0685,LiPo 6S 4000mAh,3,"5""",220mm Mini,FrSky R-XSR,4000,680,800,2400,999,2.402,1401,29.84,164.36,154.05,41.81,0.6752,244.16
CFG-0686,LiPo 4S 5000mAh,8,"7""",450mm Standard,ExpressLRS 900,5000,520,1100,8800,1708,5.152,7092,12.18,348.97,54.71,93.09,0.2206,593.6
CFG-0687,LiPo 4S 3000mAh,6,"12""",330mm Medium,DJI FPV Receiver,3000,320,1000,6000,1190,5.042,4810,11.69,176.62,51.39,79.76,0.3572,478.24
CFG-0688,LiPo 4S 5000mAh,6,"7""",220mm Mini,TBS Crossfire,5000,520,1000,6000,1159,5.177,4841,23.76,196.26,80.73,79.32,0.3587,409.92
CFG-0689,LiPo 6S 4000mAh,4,"9""",330mm Medium,TBS Crossfire,4000,680,900,3600,1257,2.864,2343,28.16,183.58,91.63,74.67,0.368,379.68
CFG-0690,LiPo 3S 2200mAh,3,"9""",220mm Mini,ExpressLRS 900,2200,180,800,2400,531,4.52,1869,22.45,57.49,84.75,65.3,0.4172,197.12
CFG-0691,LiPo 6S 4000mAh,6,"7""",330mm Medium,TBS Crossfire,4000,680,1000,6000,1449,4.141,4551,23.62,262.36,97.81,81.16,0.3776,469.28
CFG-0692,LiPo 3S 2200mAh,6,"9""",550mm Heavy,ExpressLRS 900,2200,180,1000,6000,1352,4.438,4648,7.12,217.97,35.48,91.29,0.2129,472.64
CFG-0693,LiPo 4S 3000mAh,6,"7""",330mm Medium,DJI FPV Receiver,3000,320,1000,6000,1094,5.484,4906,16.07,182.07,80.58,73.34,0.359,424.48
CFG-0694,LiPo 4S 5000mAh,4,"7""",330mm Medium,ExpressLRS 900,5000,520,900,3600,1070,3.364,2530,28.92,163.79,75.49,75.33,0.3773,318.08
CFG-0695,LiPo 3S 2200mAh,8,"7""",450mm Standard,FrSky R-XSR,2200,180,1100,8800,1366,6.442,7434,3.9,261.0,47.25,79.45,0.2537,526.4
CFG-0696,LiPo 6S 8000mAh,8,"12""",330mm Medium,ExpressLRS 900,8000,1050,1100,8800,2216,3.971,6584,25.1,425.69,45.26,92.38,0.2455,719.04
CFG-0697,LiPo 6S 8000mAh,6,"7""",220mm Mini,DJI FPV Receiver,8000,1050,1000,6000,1694,3.542,4306,32.56,321.44,92.05,70.34,0.3772,508.48
CFG-0698,LiPo 4S 5000mAh,6,"7""",330mm Medium,ExpressLRS 900,5000,520,1000,6000,1286,4.666,4714,21.47,224.66,77.89,78.69,0.3073,421.12
CFG-0699,LiPo 6S 8000mAh,6,"9""",550mm Heavy,FrSky R-XSR,8000,1050,1000,6000,2220,2.703,3780,28.34,415.32,51.24,81.43,0.2702,598.08
CFG-0700,LiPo 6S 4000mAh,4,"9""",550mm Heavy,ExpressLRS 900,4000,680,900,3600,1624,2.217,1976,20.73,256.13,60.31,73.2,0.3676,441.28
CFG-0701,LiPo 6S 4000mAh,3,"7""",330mm Medium,DJI FPV Receiver,4000,680,800,2400,1151,2.085,1249,29.17,172.89,113.89,50.54,0.5915,332.64
CFG-0702,LiPo 4S 3000mAh,8,"7""",550mm Heavy,FrSky R-XSR,3000,320,1100,8800,1726,5.098,7074,6.73,353.75,47.71,90.03,0.2496,599.2
CFG-0703,LiPo 3S 2200mAh,4,"7""",450mm Standard,FrSky R-XSR,2200,180,900,3600,878,4.1,2722,11.71,126.66,62.89,73.38,0.3563,284.48
CFG-0704,LiPo 4S 3000mAh,6,"7""",450mm Standard,DJI FPV Receiver,3000,320,1000,6000,1244,4.823,4756,12.67,215.17,64.6,90.03,0.1912,458.08
CFG-0705,LiPo 6S 8000mAh,3,"12""",450mm Standard,FrSky R-XSR,8000,1050,800,2400,1709,1.404,691,43.73,251.32,59.03,51.47,0.7654,406.56
CFG-0706,LiPo 4S 5000mAh,4,"7""",220mm Mini,ExpressLRS 900,5000,520,900,3600,940,3.83,2660,31.65,138.41,89.61,79.01,0.3251,284.48
CFG-0707,LiPo 6S 8000mAh,6,"12""",330mm Medium,DJI FPV Receiver,8000,1050,1000,6000,1920,3.125,4080,32.88,328.93,55.07,83.42,0.2505,595.84
CFG-0708,LiPo 4S 5000mAh,6,"12""",330mm Medium,ExpressLRS 900,5000,520,1000,6000,1382,4.342,4618,21.4,214.52,52.53,82.68,0.2689,474.88
CFG-0709,LiPo 4S 3000mAh,6,"12""",450mm Standard,ExpressLRS 900,3000,320,1000,6000,1332,4.505,4668,15.02,204.49,50.54,91.21,0.205,478.24
CFG-0710,LiPo 3S 2200mAh,3,"9""",330mm Medium,DJI FPV Receiver,2200,180,800,2400,669,3.587,1731,18.7,77.63,68.5,64.72,0.4957,264.32
CFG-0711,LiPo 4S 3000mAh,3,"5""",330mm Medium,TBS Crossfire,3000,320,800,2400,774,3.101,1626,23.75,117.96,111.96,59.33,0.5472,258.72
CFG-0712,LiPo 6S 8000mAh,3,"9""",330mm Medium,DJI FPV Receiver,8000,1050,800,2400,1539,1.559,861,45.95,229.29,73.22,52.8,0.5666,404.32
CFG-0713,LiPo 6S 8000mAh,4,"7""",450mm Standard,DJI FPV Receiver,8000,1050,900,3600,1758,2.048,1842,33.87,312.33,76.54,62.1,0.4944,472.64
CFG-0714,LiPo 6S 8000mAh,6,"12""",450mm Standard,ExpressLRS 900,8000,1050,1000,6000,2062,2.91,3938,31.18,360.9,49.91,89.27,0.3252,595.84
CFG-0715,LiPo 4S 5000mAh,4,"7""",220mm Mini,ExpressLRS 900,5000,520,900,3600,940,3.83,2660,30.98,138.41,87.96,71.91,0.4502,284.48
CFG-0716,LiPo 4S 5000mAh,4,"9""",220mm Mini,DJI FPV Receiver,5000,520,900,3600,972,3.704,2628,33.96,131.42,84.84,74.97,0.4274,331.52
CFG-0717,LiPo 6S 8000mAh,8,"5""",450mm Standard,TBS Crossfire,8000,1050,1100,8800,2209,3.984,6591,19.85,557.18,78.32,84.27,0.2778,685.44
CFG-0718,LiPo 6S 8000mAh,4,"9""",450mm Standard,FrSky R-XSR,8000,1050,900,3600,1772,2.032,1828,37.29,286.88,65.12,64.05,0.506,437.92
CFG-0719,LiPo 3S 2200mAh,3,"9""",450mm Standard,DJI FPV Receiver,2200,180,800,2400,819,2.93,1581,14.42,100.98,59.09,66.77,0.4236,297.92
CFG-0720,LiPo 6S 8000mAh,3,"7""",450mm Standard,TBS Crossfire,8000,1050,800,2400,1666,1.441,734,36.81,279.6,80.23,53.31,0.6736,416.64
CFG-0721,LiPo 6S 8000mAh,6,"5""",450mm Standard,TBS Crossfire,8000,1050,1000,6000,1945,3.085,4055,21.02,439.65,82.33,85.7,0.22,551.04
CFG-0722,LiPo 4S 3000mAh,4,"5""",330mm Medium,TBS Crossfire,3000,320,900,3600,857,4.201,2743,20.26,140.27,106.82,72.12,0.4293,301.28
CFG-0723,LiPo 3S 2200mAh,3,"5""",450mm Standard,FrSky R-XSR,2200,180,800,2400,779,3.081,1621,13.26,118.95,76.29,59.65,0.5302,232.96
CFG-0724,LiPo 6S 4000mAh,3,"7""",220mm Mini,FrSky R-XSR,4000,680,800,2400,1011,2.374,1389,37.47,146.06,132.1,53.6,0.542,250.88
CFG-0725,LiPo 3S 2200mAh,4,"9""",220mm Mini,ExpressLRS 900,2200,180,900,3600,624,5.769,2976,21.16,73.86,77.98,76.62,0.4116,245.28
CFG-0726,LiPo 6S 4000mAh,6,"5""",330mm Medium,FrSky R-XSR,4000,680,1000,6000,1420,4.225,4580,18.68,292.07,109.38,76.35,0.3833,418.88
CFG-0727,LiPo 6S 4000mAh,8,"12""",220mm Mini,FrSky R-XSR,4000,680,1100,8800,1714,5.134,7086,16.32,304.84,66.54,79.31,0.3801,609.28
CFG-0728,LiPo 3S 2200mAh,8,"7""",450mm Standard,FrSky R-XSR,2200,180,1100,8800,1366,6.442,7434,5.34,261.0,44.38,88.81,0.2462,526.4
CFG-0729,LiPo 6S 8000mAh,3,"12""",550mm Heavy,DJI FPV Receiver,8000,1050,800,2400,1939,1.238,461,38.0,296.15,43.93,55.95,0.7004,505.12
CFG-0730,LiPo 6S 4000mAh,6,"9""",450mm Standard,FrSky R-XSR,4000,680,1000,6000,1630,3.681,4370,19.09,277.95,69.71,82.85,0.3474,486.08
CFG-0731,LiPo 3S 2200mAh,6,"7""",220mm Mini,FrSky R-XSR,2200,180,1000,6000,814,7.371,5186,14.74,123.97,76.24,74.09,0.3686,320.32
CFG-0732,LiPo 4S 5000mAh,8,"7""",450mm Standard,FrSky R-XSR,5000,520,1100,8800,1706,5.158,7094,12.93,348.44,53.45,88.32,0.2093,579.04
CFG-0733,LiPo 6S 4000mAh,6,"5""",220mm Mini,TBS Crossfire,4000,680,1000,6000,1295,4.633,4705,20.76,259.09,128.22,74.84,0.4104,422.24
CFG-0734,LiPo 6S 4000mAh,4,"5""",330mm Medium,FrSky R-XSR,4000,680,900,3600,1212,2.97,2388,22.2,220.11,121.9,71.14,0.4489,320.32
CFG-0735,LiPo 6S 4000mAh,4,"7""",220mm Mini,FrSky R-XSR,4000,680,900,3600,1098,3.279,2502,30.65,169.38,129.05,65.29,0.5247,295.68
CFG-0736,LiPo 4S 3000mAh,8,"7""",220mm Mini,TBS Crossfire,3000,320,1100,8800,1231,7.149,7569,11.32,227.97,79.51,80.44,0.2959,518.56
CFG-0737,LiPo 3S 2200mAh,8,"12""",220mm Mini,DJI FPV Receiver,2200,180,1100,8800,1224,7.19,7576,9.62,196.77,42.88,79.11,0.3288,579.04
CFG-0738,LiPo 6S 4000mAh,3,"9""",330mm Medium,FrSky R-XSR,4000,680,800,2400,1159,2.071,1241,32.98,158.59,97.44,49.43,0.5156,294.56
CFG-0739,LiPo 6S 4000mAh,3,"9""",220mm Mini,ExpressLRS 900,4000,680,800,2400,1031,2.328,1369,38.61,136.21,114.04,62.55,0.4842,275.52
CFG-0740,LiPo 4S 3000mAh,3,"7""",220mm Mini,TBS Crossfire,3000,320,800,2400,656,3.659,1744,32.24,83.24,115.24,62.5,0.5452,231.84
CFG-0741,LiPo 4S 5000mAh,3,"9""",330mm Medium,FrSky R-XSR,5000,520,800,2400,999,2.402,1401,33.54,130.74,76.3,58.39,0.5658,268.8
CFG-0742,LiPo 4S 3000mAh,8,"5""",550mm Heavy,TBS Crossfire,3000,320,1100,8800,1699,5.18,7101,7.23,396.09,54.51,88.39,0.2219,618.24
CFG-0743,LiPo 6S 4000mAh,4,"12""",330mm Medium,FrSky R-XSR,4000,680,900,3600,1292,2.786,2308,28.18,181.98,74.52,69.14,0.4698,365.12
CFG-0744,LiPo 4S 3000mAh,3,"9""",220mm Mini,ExpressLRS 900,3000,320,800,2400,671,3.577,1729,36.35,77.93,98.31,67.27,0.427,219.52
CFG-0745,LiPo 4S 5000mAh,8,"7""",330mm Medium,FrSky R-XSR,5000,520,1100,8800,1556,5.656,7244,16.84,309.14,59.39,86.5,0.2627,545.44
CFG-0746,LiPo 4S 3000mAh,8,"12""",550mm Heavy,FrSky R-XSR,3000,320,1100,8800,1854,4.746,6946,6.78,337.59,32.65,93.16,0.2825,670.88
CFG-0747,LiPo 6S 8000mAh,8,"5""",450mm Standard,ExpressLRS 900,8000,1050,1100,8800,2206,3.989,6594,19.33,556.2,73.14,88.96,0.3347,663.04
CFG-0748,LiPo 3S 2200mAh,3,"7""",330mm Medium,FrSky R-XSR,2200,180,800,2400,641,3.744,1759,19.33,80.78,87.03,63.57,0.4495,206.08
CFG-0749,LiPo 4S 3000mAh,6,"12""",450mm Standard,TBS Crossfire,3000,320,1000,6000,1335,4.494,4665,11.38,205.09,46.88,84.75,0.2838,500.64
CFG-0750,LiPo 6S 8000mAh,3,"5""",330mm Medium,FrSky R-XSR,8000,1050,800,2400,1499,1.601,901,37.88,278.55,106.87,49.01,0.6374,339.36
CFG-0751,LiPo 4S 3000mAh,6,"7""",330mm Medium,ExpressLRS 900,3000,320,1000,6000,1086,5.525,4914,13.49,180.34,79.37,87.46,0.2059,390.88
CFG-0752,LiPo 4S 5000mAh,4,"9""",220mm Mini,DJI FPV Receiver,5000,520,900,3600,972,3.704,2628,33.52,131.42,73.89,67.47,0.4301,331.52
CFG-0753,LiPo 3S 2200mAh,4,"5""",220mm Mini,DJI FPV Receiver,2200,180,900,3600,592,6.081,3008,18.24,86.72,109.05,64.48,0.4329,256.48
CFG-0754,LiPo 6S 4000mAh,6,"7""",220mm Mini,ExpressLRS 900,4000,680,1000,6000,1316,4.559,4684,21.82,231.5,111.02,79.33,0.3815,413.28
CFG-0755,LiPo 4S 3000mAh,4,"9""",450mm Standard,DJI FPV Receiver,3000,320,900,3600,1052,3.422,2548,18.0,145.65,64.7,76.88,0.4102,368.48
CFG-0756,LiPo 3S 2200mAh,3,"9""",330mm Medium,TBS Crossfire,2200,180,800,2400,664,3.614,1736,19.44,76.88,72.38,66.87,0.4457,253.12
CFG-0757,LiPo 6S 4000mAh,8,"12""",220mm Mini,FrSky R-XSR,4000,680,1100,8800,1714,5.134,7086,16.57,304.84,68.49,82.13,0.3299,609.28
CFG-0758,LiPo 3S 2200mAh,3,"9""",220mm Mini,ExpressLRS 900,2200,180,800,2400,531,4.52,1869,22.52,57.49,88.31,67.79,0.4332,197.12
CFG-0759,LiPo 6S 4000mAh,6,"9""",450mm Standard,FrSky R-XSR,4000,680,1000,6000,1630,3.681,4370,19.23,277.95,70.54,82.95,0.3295,486.08
CFG-0760,LiPo 6S 8000mAh,4,"5""",550mm Heavy,FrSky R-XSR,8000,1050,900,3600,1952,1.844,1648,26.48,408.98,75.75,63.3,0.5632,465.92
CFG-0761,LiPo 3S 2200mAh,4,"5""",550mm Heavy,TBS Crossfire,2200,180,900,3600,1087,3.312,2513,5.89,191.07,57.13,74.11,0.4014,362.88
CFG-0762,LiPo 6S 8000mAh,6,"12""",550mm Heavy,FrSky R-XSR,8000,1050,1000,6000,2280,2.632,3720,26.26,411.28,39.83,82.39,0.3721,631.68
CFG-0763,LiPo 6S 8000mAh,3,"9""",330mm Medium,ExpressLRS 900,8000,1050,800,2400,1531,1.568,869,47.71,227.74,80.71,57.78,0.5352,370.72
CFG-0764,LiPo 3S 2200mAh,8,"12""",330mm Medium,DJI FPV Receiver,2200,180,1100,8800,1354,6.499,7446,5.23,224.37,37.28,87.21,0.263,612.64
CFG-0765,LiPo 3S 2200mAh,4,"12""",550mm Heavy,TBS Crossfire,2200,180,900,3600,1167,3.085,2433,10.07,159.44,33.79,82.83,0.2833,407.68
CFG-0766,LiPo 4S 3000mAh,3,"12""",450mm Standard,DJI FPV Receiver,3000,320,800,2400,989,2.427,1411,20.58,123.43,59.47,56.61,0.555,337.12
CFG-0767,LiPo 3S 2200mAh,4,"12""",330mm Medium,FrSky R-XSR,2200,180,900,3600,792,4.545,2808,13.25,96.32,47.59,70.87,0.4043,286.72
CFG-0768,LiPo 6S 8000mAh,6,"5""",330mm Medium,ExpressLRS 900,8000,1050,1000,6000,1792,3.348,4208,29.0,395.23,93.57,83.57,0.3331,495.04
CFG-0769,LiPo 3S 2200mAh,4,"7""",220mm Mini,DJI FPV Receiver,2200,180,900,3600,608,5.921,2992,20.66,78.55,92.78,71.75,0.3795,265.44
